image_filename	text_label
8997225122506_nutrition_en_full_crop_0032.png	OF
8997225122506_nutrition_en_full_crop_0036.png	oft
8997225122506_nutrition_en_full_crop_0037.png	ty
8997225122506_nutrition_en_full_crop_0040.png	pre
8997225122506_nutrition_en_full_crop_0042.png	mia
8997225122506_nutrition_en_full_crop_0046.png	10%
8997225122506_nutrition_en_full_crop_0047.png	you
8997225122506_nutrition_en_full_crop_0048.png	ma
8997225122506_nutrition_en_full_crop_0050.png	um
8997225122506_nutrition_en_full_crop_0054.png	oF
8997225122506_nutrition_en_full_crop_0057.png	Carbohydrates
8997225122506_nutrition_en_full_crop_0058.png	~
8997225122506_nutrition_en_full_crop_0059.png	2mquiagt.:
8997225122506_nutrition_en_full_crop_0062.png	please
8997225122506_nutrition_en_full_crop_0065.png	Fiuber
8997225122506_nutrition_en_full_crop_0070.png	r)
8997225122506_nutrition_en_full_crop_0075.png	ugar
8997225122506_nutrition_en_full_crop_0078.png	FB
8997225122506_nutrition_en_full_crop_0079.png	ae
8997225122506_nutrition_en_full_crop_0080.png	Protein
8997225122506_nutrition_en_full_crop_0081.png	bali
8997225122506_nutrition_en_full_crop_0082.png	how
8997225122506_nutrition_en_full_crop_0084.png	telis
8997225122506_nutrition_en_full_crop_0086.png	you
8997225122506_nutrition_en_full_crop_0089.png	Daily
8997225122506_nutrition_en_full_crop_0092.png	of
8997225122506_nutrition_en_full_crop_0094.png	nutrient
8997225122506_nutrition_en_full_crop_0095.png	in
8997225122506_nutrition_en_full_crop_0096.png	much
8997225122506_nutrition_en_full_crop_0106.png	daily
8997225122506_nutrition_en_full_crop_0107.png	to
8997225122506_nutrition_en_full_crop_0108.png	contributes
8997225122506_nutrition_en_full_crop_0113.png	used
8997225122506_nutrition_en_full_crop_0114.png	to
8997225122506_nutrition_en_full_crop_0116.png	as
8997225122506_nutrition_en_full_crop_0120.png	nutrition
8997225122506_nutrition_en_full_crop_0121.png	BREAD
8997225122506_nutrition_en_full_crop_0123.png	Ingredients
8997225122506_nutrition_en_full_crop_0127.png	Timut,
8997225122506_nutrition_en_full_crop_0128.png	Ry?
8997225122506_nutrition_en_full_crop_0129.png	yeast
8997225122506_nutrition_en_full_crop_0132.png	Scairadough,
8997225122506_nutrition_en_full_crop_0133.png	O3S0402-
8997225122506_nutrition_en_full_crop_0135.png	2065171
8997225122506_nutrition_en_full_crop_0137.png	122506
8997225122506_nutrition_en_full_crop_0138.png	997229
8997225122506_nutrition_en_full_crop_0142.png	i
8997225122506_nutrition_en_full_crop_0144.png	B2zbuvU
8997225122506_nutrition_en_full_crop_0147.png	25/03/2023
8997225122506_nutrition_en_full_crop_0150.png	2
8997209920012_nutrition_en_full_crop_0000.png	riaue
8997209920012_nutrition_en_full_crop_0004.png	ingredient
8997209920012_nutrition_en_full_crop_0005.png	UE-T =F}
8997209920012_nutrition_en_full_crop_0008.png	been
8997209920012_nutrition_en_full_crop_0009.png	Granola
8997209920012_nutrition_en_full_crop_0010.png	ate hd
8997209920012_nutrition_en_full_crop_0012.png	carefully
8997209920012_nutrition_en_full_crop_0013.png	selected
8997209920012_nutrition_en_full_crop_0014.png	isla
8997209920012_nutrition_en_full_crop_0015.png	Na)
8997209920012_nutrition_en_full_crop_0016.png	and
8997209920012_nutrition_en_full_crop_0018.png	quality
8997209920012_nutrition_en_full_crop_0019.png	Malte Latta
8997209920012_nutrition_en_full_crop_0020.png	partially
8997209920012_nutrition_en_full_crop_0021.png	locally
8997209920012_nutrition_en_full_crop_0023.png	nh
8997209920012_nutrition_en_full_crop_0026.png	Tete ii
8997209920012_nutrition_en_full_crop_0027.png	t= gal-dey
8997209920012_nutrition_en_full_crop_0028.png	Setiap
8997209920012_nutrition_en_full_crop_0029.png	bahan
8997209920012_nutrition_en_full_crop_0031.png	memproduksi
8997209920012_nutrition_en_full_crop_0032.png	untuk
8997209920012_nutrition_en_full_crop_0033.png	digunakan
8997209920012_nutrition_en_full_crop_0034.png	granola
8997209920012_nutrition_en_full_crop_0035.png	yang
8997209920012_nutrition_en_full_crop_0037.png	diseleksi
8997209920012_nutrition_en_full_crop_0038.png	sebagian
8997209920012_nutrition_en_full_crop_0039.png	untuk
8997209920012_nutrition_en_full_crop_0040.png	dan
8997209920012_nutrition_en_full_crop_0041.png	kualitas
8997209920012_nutrition_en_full_crop_0043.png	merupakan
8997209920012_nutrition_en_full_crop_0044.png	hasil
8997209920012_nutrition_en_full_crop_0045.png	perkebunan
8997209920012_nutrition_en_full_crop_0046.png	kecil
8997209920012_nutrition_en_full_crop_0047.png	di
8997209920012_nutrition_en_full_crop_0049.png	lokal
8997209920012_nutrition_en_full_crop_0050.png	petani
8997209920012_nutrition_en_full_crop_0052.png	Informasi
8997209920012_nutrition_en_full_crop_0053.png	Nilai
8997209920012_nutrition_en_full_crop_0054.png	Gizi
8997209920012_nutrition_en_full_crop_0055.png	Nutrition
8997209920012_nutrition_en_full_crop_0057.png	Saji
8997209920012_nutrition_en_full_crop_0058.png	Takaran
8997209920012_nutrition_en_full_crop_0060.png	Serving
8997209920012_nutrition_en_full_crop_0061.png	size
8997209920012_nutrition_en_full_crop_0062.png	20g
8997209920012_nutrition_en_full_crop_0063.png	Saji
8997209920012_nutrition_en_full_crop_0064.png	Per
8997209920012_nutrition_en_full_crop_0065.png	Kemasan
8997209920012_nutrition_en_full_crop_0067.png	Serving
8997209920012_nutrition_en_full_crop_0069.png	bag
8997209920012_nutrition_en_full_crop_0071.png	per
8997209920012_nutrition_en_full_crop_0072.png	Sajian
8997209920012_nutrition_en_full_crop_0073.png	Jumlah
8997209920012_nutrition_en_full_crop_0074.png	Per
8997209920012_nutrition_en_full_crop_0075.png	Amount
8997209920012_nutrition_en_full_crop_0076.png	Per
8997209920012_nutrition_en_full_crop_0077.png	Serving
8997209920012_nutrition_en_full_crop_0078.png	Total
8997209920012_nutrition_en_full_crop_0081.png	Energy
8997209920012_nutrition_en_full_crop_0082.png	Energi
8997209920012_nutrition_en_full_crop_0084.png	Energi
8997209920012_nutrition_en_full_crop_0086.png	lemak
8997209920012_nutrition_en_full_crop_0087.png	Energy.
8997209920012_nutrition_en_full_crop_0088.png	from
8997209920012_nutrition_en_full_crop_0089.png	fat
8997209920012_nutrition_en_full_crop_0090.png	30kkal
8997209920012_nutrition_en_full_crop_0092.png	AKG*
8997209920012_nutrition_en_full_crop_0095.png	Fat
8997209920012_nutrition_en_full_crop_0096.png	3.59
8997209920012_nutrition_en_full_crop_0099.png	Lemak
8997209920012_nutrition_en_full_crop_0103.png	29g
8997209920012_nutrition_en_full_crop_0105.png	Kolesterol
8997209920012_nutrition_en_full_crop_0106.png	Cholesterol
8997209920012_nutrition_en_full_crop_0107.png	Omg
8997209920012_nutrition_en_full_crop_0109.png	Protein
8997209920012_nutrition_en_full_crop_0110.png	Protein
8997209920012_nutrition_en_full_crop_0112.png	3%
8997209920012_nutrition_en_full_crop_0113.png	Karbohidrat
8997209920012_nutrition_en_full_crop_0117.png	Carbohydrate
8997209920012_nutrition_en_full_crop_0118.png	13g
8997209920012_nutrition_en_full_crop_0119.png	4%
8997209920012_nutrition_en_full_crop_0120.png	Pa
8997209920012_nutrition_en_full_crop_0121.png	Serat
8997209920012_nutrition_en_full_crop_0122.png	Pangan
8997209920012_nutrition_en_full_crop_0123.png	Dietary
8997209920012_nutrition_en_full_crop_0125.png	29
8997209920012_nutrition_en_full_crop_0127.png	Kis
8997209920012_nutrition_en_full_crop_0128.png	Gula
8997209920012_nutrition_en_full_crop_0130.png	Sugat:
8997209920012_nutrition_en_full_crop_0131.png	3g
8997209920012_nutrition_en_full_crop_0132.png	Natrium
8997209920012_nutrition_en_full_crop_0138.png	Vitamin
8997209920012_nutrition_en_full_crop_0139.png	Cé
8997209920012_nutrition_en_full_crop_0142.png	Kalsiumn
8997209920012_nutrition_en_full_crop_0143.png	2%
8997209920012_nutrition_en_full_crop_0147.png	4g
8997209920012_nutrition_en_full_crop_0148.png	2%
8997209920012_nutrition_en_full_crop_0149.png	*Persen
8997209920012_nutrition_en_full_crop_0150.png	AKG
8997209920012_nutrition_en_full_crop_0152.png	berdasarkan
8997209920012_nutrition_en_full_crop_0154.png	Mungkin
8997209920012_nutrition_en_full_crop_0155.png	kebutuhan
8997209920012_nutrition_en_full_crop_0156.png	lebih
8997209920012_nutrition_en_full_crop_0157.png	kalori
8997209920012_nutrition_en_full_crop_0159.png	kebutuhan
8997209920012_nutrition_en_full_crop_0160.png	kalori
8997209920012_nutrition_en_full_crop_0162.png	tinggi
8997209920012_nutrition_en_full_crop_0164.png	atau
8997209920012_nutrition_en_full_crop_0165.png	lebih
8997209920012_nutrition_en_full_crop_0166.png	rendah.
8997209920012_nutrition_en_full_crop_0168.png	VASA AN ALC)
8997209920012_nutrition_en_full_crop_0169.png	ONS
8997209920012_nutrition_en_full_crop_0170.png	Ar We.)
8997209920012_nutrition_en_full_crop_0171.png	UE DRE)
8997209920012_nutrition_en_full_crop_0172.png	DA
8997209920012_nutrition_en_full_crop_0173.png	KC
8994452220005_nutrition_en_full_crop_0003.png	YELL
8994452220005_nutrition_en_full_crop_0007.png	pore
8994452220005_nutrition_en_full_crop_0028.png	Lda la
8994452220005_nutrition_en_full_crop_0070.png	he
8994452220005_nutrition_en_full_crop_0090.png	ya
8994452220005_nutrition_en_full_crop_0096.png	DA No ae
8994452220005_nutrition_en_full_crop_0098.png	HART
8994452220005_nutrition_en_full_crop_0105.png	BS 3a28
8994452220005_nutrition_en_full_crop_0106.png	a
8994452220005_nutrition_en_full_crop_0108.png	|
8994452220005_nutrition_en_full_crop_0116.png	eR
8994452220005_nutrition_en_full_crop_0117.png	ae)
8994452220005_nutrition_en_full_crop_0119.png	at
8994452220005_nutrition_en_full_crop_0124.png	td
8994452220005_nutrition_en_full_crop_0128.png	She,
8994452220005_nutrition_en_full_crop_0133.png	I hed
8994452220005_nutrition_en_full_crop_0134.png	ENJOY
8994452220005_nutrition_en_full_crop_0161.png	Igy
8994452220005_nutrition_en_full_crop_0162.png	if
8994452220005_nutrition_en_full_crop_0164.png	TaN
8994452220005_nutrition_en_full_crop_0165.png	BAL
8994452220005_nutrition_en_full_crop_0166.png	0 TT ie
8994452220005_nutrition_en_full_crop_0168.png	sayanan
8994452220005_nutrition_en_full_crop_0169.png	eS
8994452220005_nutrition_en_full_crop_0170.png	290
8994452220005_nutrition_en_full_crop_0171.png	élv
8999999610142_nutrition_en_full_crop_0006.png	Se AKG*
8999999610142_nutrition_en_full_crop_0020.png	Og
8999999610142_nutrition_en_full_crop_0022.png	Lemak
8999999610142_nutrition_en_full_crop_0036.png	0g
8999999610142_nutrition_en_full_crop_0038.png	Dangan
8999999610142_nutrition_en_full_crop_0045.png	Ug
8999999610142_nutrition_en_full_crop_0047.png	Vig
8999999610142_nutrition_en_full_crop_0069.png	AKG
8999999610142_nutrition_en_full_crop_0070.png	Derdasarkan
8999999610142_nutrition_en_full_crop_0076.png	energi
8999999610142_nutrition_en_full_crop_0078.png	Mungrin
8888900322109_nutrition_en_full_crop_0008.png	Serving
8888900322109_nutrition_en_full_crop_0010.png	Container
8888900322109_nutrition_en_full_crop_0011.png	Per
8888900322109_nutrition_en_full_crop_0012.png	Takaran
8888900322109_nutrition_en_full_crop_0015.png	Kemasan
8888900322109_nutrition_en_full_crop_0016.png	Per
8888900322109_nutrition_en_full_crop_0017.png	Sajian
8888900322109_nutrition_en_full_crop_0018.png	47
8888900322109_nutrition_en_full_crop_0027.png	220
8888900322109_nutrition_en_full_crop_0035.png	Fat
8888900322109_nutrition_en_full_crop_0036.png	from
8888900322109_nutrition_en_full_crop_0037.png	“nergy
8888900322109_nutrition_en_full_crop_0042.png	ADV
8888900322109_nutrition_en_full_crop_0046.png	AS
8888900322109_nutrition_en_full_crop_0052.png	11%
8888900322109_nutrition_en_full_crop_0054.png	73
8888900322109_nutrition_en_full_crop_0056.png	14%
8888900322109_nutrition_en_full_crop_0057.png	Carbohydrate
8888900322109_nutrition_en_full_crop_0064.png	Dietary
8888900322109_nutrition_en_full_crop_0065.png	Pangan
8888900322109_nutrition_en_full_crop_0067.png	23
8888900322109_nutrition_en_full_crop_0071.png	Sait
8888900322109_nutrition_en_full_crop_0072.png	(Sodium)
8888900322109_nutrition_en_full_crop_0073.png	am)
8888900322109_nutrition_en_full_crop_0076.png	ms;
8888900322109_nutrition_en_full_crop_0077.png	rersen
8888900322109_nutrition_en_full_crop_0078.png	kka!/.
8888900322109_nutrition_en_full_crop_0079.png	AKG
8888900322109_nutrition_en_full_crop_0080.png	peruasorkan
8888900322109_nutrition_en_full_crop_0081.png	kebutunan
8888900322109_nutrition_en_full_crop_0082.png	2150
8888900322109_nutrition_en_full_crop_0083.png	energi
8888900322109_nutrition_en_full_crop_0084.png	rendah,
8888900322109_nutrition_en_full_crop_0085.png	lebih
8888900322109_nutrition_en_full_crop_0088.png	energi
8888900322109_nutrition_en_full_crop_0089.png	mungkin
8888900322109_nutrition_en_full_crop_0090.png	anda
8888900322109_nutrition_en_full_crop_0091.png	tinggi
8888900322109_nutrition_en_full_crop_0092.png	atau
8888900322109_nutrition_en_full_crop_0093.png	Percent
8888900322109_nutrition_en_full_crop_0096.png	diet.
8888900322109_nutrition_en_full_crop_0097.png	Vaile
8888900322109_nutrition_en_full_crop_0098.png	2150
8888900322109_nutrition_en_full_crop_0099.png	calorie
8888900322109_nutrition_en_full_crop_0101.png	Kcal
8888900322109_nutrition_en_full_crop_0103.png	on
8888900322109_nutrition_en_full_crop_0104.png	are
8888900322109_nutrition_en_full_crop_0105.png	depending
8888900322109_nutrition_en_full_crop_0108.png	aaily
8888900322109_nutrition_en_full_crop_0109.png	values
8888900322109_nutrition_en_full_crop_0110.png	lower
8888900322109_nutrition_en_full_crop_0111.png	nigner
8888900322109_nutrition_en_full_crop_0112.png	maybe
8997219061989_nutrition_en_full_crop_0000.png	aeryen:
8997219061989_nutrition_en_full_crop_0016.png	Sajian
8997219061989_nutrition_en_full_crop_0017.png	Kemasan:
8997219061989_nutrition_en_full_crop_0018.png	per
8997219061989_nutrition_en_full_crop_0023.png	do
8997219061989_nutrition_en_full_crop_0027.png	Energ!
8997219061989_nutrition_en_full_crop_0031.png	Pit
8997219061989_nutrition_en_full_crop_0040.png	BL)
8997219061989_nutrition_en_full_crop_0047.png	bg cs) ct 1)
8997219061989_nutrition_en_full_crop_0049.png	0
8997219061989_nutrition_en_full_crop_0050.png	Karbohidrat
8997219061989_nutrition_en_full_crop_0053.png	TTY
8997219061989_nutrition_en_full_crop_0057.png	mg
8997219061989_nutrition_en_full_crop_0058.png	beram
8997219061989_nutrition_en_full_crop_0059.png	ELC]
8997219061989_nutrition_en_full_crop_0063.png	30
8997219061989_nutrition_en_full_crop_0064.png	CT
8997219061989_nutrition_en_full_crop_0065.png	rte
8997219061989_nutrition_en_full_crop_0066.png	re Eg U1]
8997219061989_nutrition_en_full_crop_0067.png	Beri) §
8997219061989_nutrition_en_full_crop_0069.png	pt
8997219061989_nutrition_en_full_crop_0071.png	BCT nT)
8997219061989_nutrition_en_full_crop_0073.png	mT A
8997219061989_nutrition_en_full_crop_0074.png	energi
8997219061989_nutrition_en_full_crop_0075.png	Titi
8999999275440_nutrition_en_full_crop_0015.png	fl
8997001270704_nutrition_en_full_crop_0002.png	IRMASI
8997001270704_nutrition_en_full_crop_0003.png	INF
8997001270704_nutrition_en_full_crop_0020.png	Z3
8997001270704_nutrition_en_full_crop_0029.png	PER
8997001270704_nutrition_en_full_crop_0030.png	SAJIAN
8997001270704_nutrition_en_full_crop_0032.png	PER
8997001270704_nutrition_en_full_crop_0034.png	Energi
8997001270704_nutrition_en_full_crop_0036.png	Total
8997001270704_nutrition_en_full_crop_0037.png	Energy
8997001270704_nutrition_en_full_crop_0038.png	Energi
8997001270704_nutrition_en_full_crop_0040.png	dari
8997001270704_nutrition_en_full_crop_0042.png	Lemak
8997001270704_nutrition_en_full_crop_0043.png	Energy
8997001270704_nutrition_en_full_crop_0044.png	from
8997001270704_nutrition_en_full_crop_0045.png	Fat
8997001270704_nutrition_en_full_crop_0047.png	dari
8997001270704_nutrition_en_full_crop_0050.png	Lemak
8997001270704_nutrition_en_full_crop_0054.png	Saturated
8997001270704_nutrition_en_full_crop_0055.png	Fat
8997001270704_nutrition_en_full_crop_0060.png	%AKG*
8997001270704_nutrition_en_full_crop_0061.png	Total
8997001270704_nutrition_en_full_crop_0062.png	Fat
8997001270704_nutrition_en_full_crop_0064.png	Kolesterol
8997001270704_nutrition_en_full_crop_0067.png	PROTEIN
8997001270704_nutrition_en_full_crop_0070.png	Jenuh
8997001270704_nutrition_en_full_crop_0072.png	Saturated
8997001270704_nutrition_en_full_crop_0074.png	Fat
8997001270704_nutrition_en_full_crop_0076.png	Protein
8997001270704_nutrition_en_full_crop_0077.png	0.5g
8997001270704_nutrition_en_full_crop_0078.png	Protein
8997001270704_nutrition_en_full_crop_0081.png	39%
8997001270704_nutrition_en_full_crop_0082.png	Karbohidrat
8997001270704_nutrition_en_full_crop_0099.png	Pangan
8997001270704_nutrition_en_full_crop_0100.png	Dietary
8997001270704_nutrition_en_full_crop_0103.png	Sern cot ci’? i
8997001270704_nutrition_en_full_crop_0109.png	Sugar
8997001270704_nutrition_en_full_crop_0111.png	Byer)
8997001270704_nutrition_en_full_crop_0112.png	POR |
8997001270704_nutrition_en_full_crop_0113.png	2g
8997001270704_nutrition_en_full_crop_0114.png	Garam
8997001270704_nutrition_en_full_crop_0119.png	keju
8997001270704_nutrition_en_full_crop_0122.png	aul
8997001270704_nutrition_en_full_crop_0124.png	12%
8997001270704_nutrition_en_full_crop_0128.png	eral
8997001270704_nutrition_en_full_crop_0129.png	Vitamin
8997001270704_nutrition_en_full_crop_0131.png	Vitamin
8997001270704_nutrition_en_full_crop_0133.png	fet
8997001270704_nutrition_en_full_crop_0134.png	mikrofiltrasi
8997001270704_nutrition_en_full_crop_0140.png	Vitamin
8997001270704_nutrition_en_full_crop_0141.png	B6
8997001270704_nutrition_en_full_crop_0142.png	Vitamin
8997001270704_nutrition_en_full_crop_0144.png	B6
8997001270704_nutrition_en_full_crop_0145.png	45%
8997001270704_nutrition_en_full_crop_0146.png	Vitamin
8997001270704_nutrition_en_full_crop_0148.png	Vitamin
8997001270704_nutrition_en_full_crop_0151.png	Li%
8997001270704_nutrition_en_full_crop_0154.png	Kalsium
8997001270704_nutrition_en_full_crop_0156.png	Calcium
8997001270704_nutrition_en_full_crop_0157.png	fasa
8997001270704_nutrition_en_full_crop_0163.png	Selenium
8997001270704_nutrition_en_full_crop_0164.png	Selenium
8997001270704_nutrition_en_full_crop_0171.png	BCAA
8997001270704_nutrition_en_full_crop_0172.png	6.29g
8997001270704_nutrition_en_full_crop_0173.png	L-Valin
8997001270704_nutrition_en_full_crop_0174.png	L-Valin
8997001270704_nutrition_en_full_crop_0179.png	L-Leusin
8997001270704_nutrition_en_full_crop_0182.png	baik
8997001270704_nutrition_en_full_crop_0186.png	esta cren ey
8997001270704_nutrition_en_full_crop_0188.png	tr)
8997001270704_nutrition_en_full_crop_0190.png	L-lsoleusin
8997001270704_nutrition_en_full_crop_0191.png	L-/soleusin
8997001270704_nutrition_en_full_crop_0192.png	Sra only
8997001270704_nutrition_en_full_crop_0193.png	ia
8997001270704_nutrition_en_full_crop_0194.png	kkal.
8997001270704_nutrition_en_full_crop_0195.png	2150,
8997001270704_nutrition_en_full_crop_0197.png	Persen
8997001270704_nutrition_en_full_crop_0198.png	kebutuhan
8997001270704_nutrition_en_full_crop_0199.png	AKG
8997001270704_nutrition_en_full_crop_0203.png	tingg!
8997001270704_nutrition_en_full_crop_0204.png	Kebutuhan
8997001270704_nutrition_en_full_crop_0207.png	mungkin
8997001270704_nutrition_en_full_crop_0208.png	energ!
8997001270704_nutrition_en_full_crop_0209.png	rendah.
8997001270704_nutrition_en_full_crop_0212.png	needs,
8997001270704_nutrition_en_full_crop_0213.png	Percent
8997001270704_nutrition_en_full_crop_0215.png	Daily
8997001270704_nutrition_en_full_crop_0217.png	Value
8997001270704_nutrition_en_full_crop_0218.png	on
8997001270704_nutrition_en_full_crop_0219.png	lower.
8997001270704_nutrition_en_full_crop_0220.png	Your
8997001270704_nutrition_en_full_crop_0221.png	higher
8997001270704_nutrition_en_full_crop_0223.png	be
8997001270704_nutrition_en_full_crop_0226.png	may
8997001270704_nutrition_en_full_crop_0227.png	SSN ANY
8997001270704_nutrition_en_full_crop_0228.png	CWT
8997001270704_nutrition_en_full_crop_0229.png	Komposisi.
8997001270704_nutrition_en_full_crop_0230.png	Ingredients:
8997001270704_nutrition_en_full_crop_0234.png	Protein
8997001270704_nutrition_en_full_crop_0235.png	Oligosakarida,
8997001270704_nutrition_en_full_crop_0237.png	Ekstrak
8997001270704_nutrition_en_full_crop_0239.png	lsomalto
8997001270704_nutrition_en_full_crop_0240.png	Glikosida
8997001270704_nutrition_en_full_crop_0243.png	Steviol,
8997001270704_nutrition_en_full_crop_0244.png	Mineral.
8997001270704_nutrition_en_full_crop_0245.png	Perisa
8997001270704_nutrition_en_full_crop_0247.png	Vanila,
8997001270704_nutrition_en_full_crop_0248.png	Premiks
8997001270704_nutrition_en_full_crop_0250.png	Noturdi.
8997001270704_nutrition_en_full_crop_0252.png	Oligosaccharide,
8997001270704_nutrition_en_full_crop_0253.png	Protein
8997001270704_nutrition_en_full_crop_0254.png	Concentrate,
8997001270704_nutrition_en_full_crop_0255.png	Isomalto
8997001270704_nutrition_en_full_crop_0257.png	Extract,
8997001270704_nutrition_en_full_crop_0258.png	Steviol
8997001270704_nutrition_en_full_crop_0259.png	Glycosides,
8997001270704_nutrition_en_full_crop_0261.png	Mineral
8997001270704_nutrition_en_full_crop_0262.png	Yass’
8997001270704_nutrition_en_full_crop_0263.png	Vanilla
8997001270704_nutrition_en_full_crop_0264.png	and
8997001270704_nutrition_en_full_crop_0267.png	Petunjuk
8997001270704_nutrition_en_full_crop_0268.png	Penyajian
8997001270704_nutrition_en_full_crop_0269.png	First.
8997001270704_nutrition_en_full_crop_0270.png	Serving
8997001270704_nutrition_en_full_crop_0271.png	Direction:
8997001270704_nutrition_en_full_crop_0273.png	Scoop
8997001270704_nutrition_en_full_crop_0275.png	40g
8997001270704_nutrition_en_full_crop_0276.png	Dissolve
8997001270704_nutrition_en_full_crop_0277.png	250ml
8997001270704_nutrition_en_full_crop_0279.png	air.
0700358984426_nutrition_en_full_crop_0017.png	Nutrition
0700358984426_nutrition_en_full_crop_0020.png	59
0700358984426_nutrition_en_full_crop_0026.png	ear)
0700358984426_nutrition_en_full_crop_0030.png	Container:
0700358984426_nutrition_en_full_crop_0033.png	ig)
0700358984426_nutrition_en_full_crop_0038.png	size:
0700358984426_nutrition_en_full_crop_0040.png	PAP Talia d
0700358984426_nutrition_en_full_crop_0049.png	ves a
0700358984426_nutrition_en_full_crop_0053.png	La
0700358984426_nutrition_en_full_crop_0054.png	Calories
0700358984426_nutrition_en_full_crop_0055.png	re)
0700358984426_nutrition_en_full_crop_0061.png	Value’
0700358984426_nutrition_en_full_crop_0065.png	eC
0700358984426_nutrition_en_full_crop_0071.png	Potted
0700358984426_nutrition_en_full_crop_0078.png	AE nee
